id,Name,ModelNumber,Price,Quantity,WarrantyStatus,DescriptionExtra,DescriptionMain,DiscountedPrice,DistributorId,Category
606,SL-Class,2006,32566,77,Yes,Managed,Phased transitional hierarchy,1278,6,Sports
607,Grand Prix,1968,51149,35,No,bi-directional,Virtual logistical alliance,3915,6,SUV
608,Pilot,2007,17208,46,Yes,contextually-based,Advanced actuating model,2503,4,Luxury
609,Vibe,2004,84275,54,10 Year,emulation,Multi-layered mobile core,1969,7,Sports
610,Diablo,1991,15304,8,No,Phased,Virtual national circuit,4058,5,Sports
611,LSS,1998,99969,33,No,Persistent,Team-oriented static groupware,1723,4,Sedan
612,Loyale,1992,14131,58,5 Year,project,Optimized motivating conglomeration,3736,5,Family
613,G6,2008,48352,73,Yes,Balanced,Multi-lateral value-added website,3283,2,Sports
614,Escape,2000,90357,88,3 Year,superstructure,Up-sized leading edge local area network,2978,1,SUV
615,E250,2008,31344,35,No,interactive,Customizable secondary pricing structure,2929,4,SUV
616,Mazda3,2006,17947,39,10 Year,5th generation,Business-focused holistic budgetary management,3299,7,Luxury
617,Town Car,1994,94837,96,Yes,high-level,Balanced impactful policy,2619,2,SUV
618,Grand Marquis,1994,89993,72,3 Year,value-added,Enterprise-wide analyzing pricing structure,3347,10,Sports
619,Stratus,2002,43720,53,Yes,Robust,User-friendly systematic function,3801,7,Luxury
620,Montana,2004,54583,52,3 Year,Ergonomic,Future-proofed web-enabled policy,4599,4,Sedan
621,SC,2010,25805,35,No,homogeneous,Programmable web-enabled budgetary management,3877,2,Sports
622,Land Cruiser,2006,18963,48,Yes,structure,Multi-tiered next generation circuit,4295,4,Sports
623,MX-5,2009,30383,1,10 Year,Exclusive,Vision-oriented intangible solution,4757,4,Luxury
624,Cooper Countryman,2011,63564,18,No,bandwidth-monitored,Secured systemic infrastructure,1916,4,Sedan
625,E350,2007,10342,91,5 Year,service-desk,Business-focused incremental artificial intelligence,755,3,Sedan
626,Grand Marquis,1988,68735,61,5 Year,info-mediaries,Robust content-based throughput,1152,8,Family
627,Skyhawk,1984,83799,77,10 Year,Face to face,Reduced analyzing core,684,6,SUV
628,Taurus,2013,98522,68,5 Year,database,Synergistic bandwidth-monitored architecture,3863,3,Luxury
629,Tucson,2007,42910,44,No,Visionary,Persistent full-range moratorium,283,9,Sports
630,Passat,1992,25652,7,No,Organized,Advanced non-volatile forecast,4721,1,Sports
631,4Runner,1996,59710,42,Yes,maximized,Optional tangible application,3077,8,Sports
632,SL-Class,2001,30048,60,No,utilisation,Reactive discrete artificial intelligence,486,7,Luxury
633,Corolla,2009,34144,96,No,Cross-platform,Cross-group stable algorithm,4828,9,SUV
634,Econoline E150,1999,77158,72,5 Year,leading edge,Vision-oriented maximized ability,2510,9,Sedan
635,Mighty Max,1993,11098,42,10 Year,Switchable,Robust systematic focus group,1987,10,SUV
636,Cooper Countryman,2011,17582,6,Yes,impactful,Streamlined modular flexibility,424,8,Family
637,Vitara,2003,66393,25,No,Centralized,Horizontal leading edge model,3123,4,Sedan
638,S5,2008,19047,19,No,info-mediaries,Cloned object-oriented orchestration,1302,8,Luxury
639,Taurus,1997,11109,37,Yes,open system,Diverse analyzing definition,3528,2,SUV
640,F350,1996,77148,76,10 Year,bottom-line,Stand-alone clear-thinking solution,4416,1,Sedan
641,Caravan,1999,55214,57,5 Year,Triple-buffered,Organic stable monitoring,4633,3,Sports
642,F250,1995,15078,36,5 Year,pricing structure,De-engineered cohesive info-mediaries,4849,8,SUV
643,Galant,1987,34048,73,5 Year,content-based,Advanced mission-critical internet solution,4417,6,Luxury
644,Passat,1998,16159,75,10 Year,foreground,Compatible executive complexity,1084,6,Luxury
645,Protege,1993,39342,29,3 Year,object-oriented,Programmable impactful frame,964,4,Luxury
646,Ram,1994,40205,74,No,installation,Networked mission-critical model,4544,6,SUV
647,Esprit,1993,97265,55,5 Year,hub,Enhanced well-modulated solution,3229,7,Family
648,Continental GT,2007,72430,56,Yes,access,Versatile 24/7 system engine,914,7,Family
649,Avalon,1995,94509,77,Yes,national,Realigned 4th generation architecture,2497,2,SUV
650,Ghost,2012,13757,65,10 Year,artificial intelligence,Monitored didactic hierarchy,3529,3,Family
651,Legacy,2012,78020,37,5 Year,logistical,Decentralized multi-state internet solution,2383,3,Sports
652,Omni,1978,86437,99,5 Year,Sharable,Ergonomic 3rd generation software,4323,9,SUV
653,RDX,2008,60760,6,10 Year,non-volatile,Extended homogeneous project,2523,1,Family
654,Bonneville,2005,67800,84,10 Year,Synergistic,Polarised zero defect solution,3509,8,Sports
655,Crown Victoria,2008,19464,63,No,neutral,Team-oriented grid-enabled productivity,227,7,Family
656,Justy,1990,25398,19,10 Year,projection,Virtual 24/7 superstructure,2209,7,Family
657,TT,2002,40673,89,3 Year,standardization,Profit-focused motivating application,4554,1,SUV
658,M3,2009,77742,45,10 Year,encoding,Profound 4th generation monitoring,1175,8,Sedan
659,Golf,1985,75191,64,3 Year,installation,Synergistic bottom-line budgetary management,2680,9,Family
660,Tracker,2001,31637,53,5 Year,strategy,Object-based upward-trending benchmark,1713,3,Luxury
661,Navigator,1998,85885,6,10 Year,mobile,Digitized discrete hierarchy,774,7,Sedan
662,Dakota,2004,65208,68,3 Year,asymmetric,Seamless fault-tolerant capability,4985,6,Sedan
663,M,2006,61508,24,3 Year,incremental,Face to face stable frame,1746,8,Sedan
664,Sedona,2007,51193,75,10 Year,Innovative,User-friendly eco-centric challenge,2744,8,Sedan
665,Lumina,2000,88024,77,No,Triple-buffered,Proactive fault-tolerant functionalities,4645,5,SUV
666,98,1994,33173,61,5 Year,methodology,Down-sized bi-directional adapter,1030,9,Sports
667,Avenger,2000,51040,30,10 Year,Implemented,Ameliorated reciprocal task-force,4624,2,Sedan
668,Contour,1999,22965,83,5 Year,Universal,Customizable client-driven architecture,805,6,Sports
669,Aspire,1995,57462,55,No,tertiary,Compatible coherent algorithm,2084,4,Sports
670,1500 Club Coupe,1994,64853,74,10 Year,Networked,Customizable multi-tasking monitoring,764,3,SUV
671,Sunfire,2005,76429,6,No,neutral,Monitored dynamic knowledge base,1661,10,Sedan
672,Achieva,1993,61111,52,10 Year,Balanced,Reactive 24 hour hardware,260,8,Luxury
673,CL-Class,2004,66761,56,10 Year,Total,Automated demand-driven success,2379,5,Family
674,LR3,2008,34268,60,10 Year,budgetary management,Quality-focused stable archive,3861,4,SUV
675,9-7X,2007,26750,81,10 Year,optimizing,Focused discrete flexibility,4486,2,Sedan
676,Ram 3500,1995,28366,96,3 Year,bottom-line,Multi-lateral scalable hub,467,9,Sports
677,FR-S,2013,80057,54,5 Year,open system,Ergonomic responsive artificial intelligence,2816,6,Sedan
678,SLK-Class,2009,60648,75,3 Year,coherent,Programmable attitude-oriented application,2398,1,Luxury
679,Cabriolet,1995,71313,34,5 Year,neutral,Devolved logistical adapter,1677,3,Sedan
680,Sorento,2005,13406,21,3 Year,product,Fully-configurable asymmetric matrix,3140,3,SUV
681,Escalade ESV,2003,29843,2,3 Year,Open-architected,Front-line holistic help-desk,2367,5,Sedan
682,LeMans,1968,73003,28,5 Year,conglomeration,Enhanced national monitoring,688,2,Sedan
683,Outback Sport,2002,95422,74,No,Enhanced,Function-based bi-directional instruction set,273,1,Sports
684,MX-5,2005,19021,60,5 Year,even-keeled,Automated heuristic success,4181,2,Luxury
685,Range Rover Sport,2006,44804,78,5 Year,next generation,Open-source client-driven internet solution,2132,8,SUV
686,CX-7,2009,83083,6,3 Year,service-desk,Managed secondary collaboration,334,5,Luxury
687,del Sol,1997,81372,69,Yes,bandwidth-monitored,Managed homogeneous matrix,2248,1,Luxury
688,240,1992,60222,9,10 Year,Stand-alone,Team-oriented foreground definition,4397,3,Luxury
689,DB9,2005,79044,37,3 Year,architecture,Open-source coherent structure,295,2,Sedan
690,MPV,1997,66032,25,10 Year,open system,Multi-lateral value-added utilisation,2497,8,Family
691,XJ,2011,61534,3,No,knowledge user,Business-focused client-server help-desk,4515,5,SUV
692,Cooper,2006,68804,21,5 Year,Centralized,Programmable holistic contingency,379,7,Sedan
693,Baja,2004,74010,5,3 Year,process improvement,Function-based web-enabled synergy,4208,3,Sports
694,Altima,1997,41483,76,5 Year,methodical,Total system-worthy migration,1912,2,Sports
695,Intrepid,1998,33191,24,3 Year,multi-tasking,Reactive explicit projection,4580,8,Luxury
696,S5,2008,33860,31,5 Year,Decentralized,Business-focused value-added help-desk,2371,3,Family
697,CL-Class,2008,71301,69,Yes,protocol,Assimilated logistical collaboration,522,7,Sports
698,Silhouette,2003,71096,51,3 Year,Persevering,Fundamental context-sensitive project,664,7,SUV
699,Tracker,1994,93508,25,3 Year,Multi-tiered,Multi-lateral holistic leverage,660,5,Luxury
700,LS,2008,48998,11,No,Secured,Balanced multi-tasking database,2015,8,Family
701,Brat,1985,46881,23,No,secondary,Robust intermediate analyzer,576,1,Family
702,S4,2011,34541,13,3 Year,tertiary,Optimized bandwidth-monitored analyzer,1144,7,Family
703,S-Type,2003,91560,84,10 Year,Customizable,Sharable next generation emulation,4572,4,Sedan
704,Matrix,2011,85075,53,No,background,Universal fault-tolerant help-desk,41,7,Family
705,GX,2011,47669,30,3 Year,implementation,Total impactful website,2250,1,Family
706,Corvette,1958,68205,74,5 Year,conglomeration,Devolved didactic array,3419,8,Luxury
707,Yukon Denali,2006,76556,71,3 Year,open architecture,Multi-channelled motivating initiative,4616,6,Sports
708,XK Series,2005,27615,3,3 Year,actuating,Virtual 6th generation model,4790,2,Family
709,LeSabre,1993,51474,48,No,Pre-emptive,Triple-buffered reciprocal Graphic Interface,2764,1,Sedan
710,LS Hybrid,2012,93191,57,Yes,Future-proofed,Open-architected bi-directional website,2099,9,Family
711,Corolla,1995,28708,3,No,Visionary,Cross-group well-modulated firmware,3027,6,SUV
712,CL,2002,21787,11,5 Year,application,Operative responsive projection,3420,9,SUV
713,Villager,1998,24495,8,No,parallelism,De-engineered user-facing initiative,2788,9,Sports
714,Insight,2003,39932,91,Yes,Function-based,Multi-tiered contextually-based parallelism,1032,2,SUV
715,Tahoe,2012,86573,24,10 Year,capacity,Universal multi-state structure,2620,1,Luxury
716,Camaro,1978,91958,38,3 Year,asymmetric,Virtual intangible leverage,1015,5,Family
717,Escalade,2012,25503,54,10 Year,local area network,Extended grid-enabled capacity,2693,10,Luxury
718,MKT,2012,13579,77,No,Profound,Managed bi-directional model,482,8,Luxury
719,LeSabre,2000,14046,100,No,firmware,Exclusive context-sensitive alliance,3864,5,Sedan
720,Outlander,2003,87589,21,Yes,Monitored,Configurable 6th generation matrices,10,5,Family
721,Talon,1998,85809,95,5 Year,Self-enabling,Customizable didactic focus group,1613,10,Luxury
722,Express 2500,2005,54970,35,10 Year,foreground,Polarised multi-state implementation,2111,3,Sports
723,A3,2006,94474,87,5 Year,Fundamental,Enterprise-wide foreground attitude,3318,7,SUV
724,Corolla,2006,66453,7,3 Year,national,Synergistic systematic customer loyalty,211,6,Luxury
725,Challenger,2000,74198,26,No,Phased,Virtual well-modulated extranet,3385,8,Sedan
726,LX,2000,51860,55,3 Year,firmware,Ameliorated client-driven instruction set,735,3,Family
727,Sebring,1996,36451,1,No,bottom-line,Future-proofed modular circuit,3486,5,Family
728,Town & Country,1993,74981,90,10 Year,Optimized,Multi-channelled responsive internet solution,2762,9,Sedan
729,Grand Prix,2005,70314,20,3 Year,function,Persistent directional adapter,536,6,Sedan
730,CLK-Class,2003,78268,19,5 Year,Profit-focused,Team-oriented bandwidth-monitored interface,3016,5,Family
731,Yukon,2001,47809,47,Yes,client-server,Organized secondary data-warehouse,2279,4,Luxury
732,FX,2005,50672,65,3 Year,Networked,Compatible systematic support,426,2,Sports
733,Forenza,2008,61597,77,3 Year,static,Ameliorated analyzing encryption,3267,2,SUV
734,V70,2002,97531,36,Yes,system engine,Customer-focused demand-driven process improvement,908,6,Family
735,Elan,1993,47149,57,Yes,Secured,Proactive systematic access,311,10,Luxury
736,Seville,1998,67725,12,3 Year,Open-architected,Horizontal 6th generation knowledge base,420,7,Sports
737,Grand Marquis,1988,71903,52,No,Reduced,Switchable foreground Graphic Interface,2694,8,Luxury
738,Chariot,1987,85859,56,5 Year,complexity,Quality-focused 3rd generation intranet,3196,5,Family
739,Nubira,1999,97622,25,Yes,Polarised,Customizable analyzing support,3644,1,Luxury
740,5 Series,2008,86115,92,3 Year,contingency,Adaptive optimal complexity,1066,3,Sports
741,Express 2500,2005,96676,48,5 Year,Programmable,Advanced secondary circuit,4857,4,Sedan
742,9-3,2009,56342,95,No,framework,Multi-lateral well-modulated help-desk,3765,10,SUV
743,Pathfinder,1997,30219,34,No,implementation,Networked attitude-oriented time-frame,4662,2,SUV
744,Spider,1993,83013,71,10 Year,Advanced,User-friendly grid-enabled success,2364,6,Family
745,SLR McLaren,2007,40362,25,Yes,Business-focused,Pre-emptive national frame,3105,4,Luxury
746,Corvette,1960,55482,7,10 Year,local area network,Advanced even-keeled hardware,2408,7,Luxury
747,Expedition,1998,15767,81,Yes,Operative,Open-architected stable service-desk,2717,2,Family
748,Stealth,1994,83784,43,5 Year,bottom-line,Upgradable 5th generation policy,1566,9,Sports
749,NSX,2004,23419,57,Yes,array,Customizable grid-enabled local area network,3080,3,SUV
750,xB,2008,30465,31,10 Year,Ergonomic,Front-line intermediate encryption,2458,8,Luxury
751,200SX,1998,14558,31,No,customer loyalty,Self-enabling analyzing framework,3369,10,Luxury
752,E-Class,1984,53319,29,Yes,artificial intelligence,Customer-focused well-modulated system engine,699,4,Sedan
753,Corolla,2008,48008,84,3 Year,Switchable,Re-engineered executive intranet,4189,5,Sports
754,LR2,2008,20676,19,3 Year,Fully-configurable,Vision-oriented maximized workforce,271,10,Family
755,9000,1989,80194,7,No,non-volatile,Phased eco-centric encryption,431,2,Sports
756,Accord,2003,22369,24,Yes,archive,User-centric national intranet,2459,9,SUV
757,LeSabre,1987,22797,1,10 Year,demand-driven,Down-sized scalable policy,1639,5,Luxury
758,Grand Prix,1996,14165,60,5 Year,Organic,Robust disintermediate project,4386,2,Sports
759,Z8,2002,71811,68,3 Year,zero administration,Switchable directional system engine,2217,1,SUV
760,Ram 1500 Club,2001,13860,29,10 Year,systemic,Robust 6th generation moderator,4801,6,Family
761,M3,2008,98387,85,3 Year,collaboration,Virtual scalable productivity,3213,10,Luxury
762,Carens,2009,30721,2,Yes,website,User-centric even-keeled extranet,124,3,Sedan
763,TL,2005,15697,24,5 Year,Total,Face to face global collaboration,4837,6,Sports
764,IS,2011,73678,69,3 Year,Versatile,Multi-tiered local internet solution,1686,8,SUV
765,Celica,2001,86688,80,No,multi-state,Universal non-volatile encryption,500,7,SUV
766,VS Commodore,1997,23786,38,No,Open-architected,Advanced uniform instruction set,1548,5,Luxury
767,Monte Carlo,2004,24287,97,3 Year,system-worthy,Grass-roots eco-centric moderator,953,4,Sedan
768,Cavalier,1994,84593,72,3 Year,user-facing,Reverse-engineered mobile throughput,4739,6,SUV
769,SL-Class,1990,90197,80,5 Year,hierarchy,Enhanced uniform internet solution,689,3,Sedan
770,Century,1993,66482,19,10 Year,info-mediaries,Synchronised logistical open system,1084,8,SUV
771,Daewoo Kalos,2005,96108,86,3 Year,Diverse,Organic zero defect policy,2744,10,Sedan
772,Econoline E150,2002,51810,68,5 Year,demand-driven,Devolved zero tolerance circuit,3121,4,Sedan
773,Toronado,1992,18582,38,3 Year,open architecture,Realigned next generation software,3011,3,Sports
774,Rodeo Sport,2003,48306,41,Yes,intangible,Multi-channelled methodical orchestration,4126,7,Sedan
775,LeMans,1965,55208,24,10 Year,Total,Mandatory national task-force,3516,6,Sports
776,Truck Xtracab SR5,1989,77484,17,3 Year,interface,Multi-lateral composite info-mediaries,3223,1,Luxury
777,3000GT,1993,11161,16,10 Year,neutral,Advanced demand-driven strategy,1223,10,Sports
778,Legend,1989,18279,8,5 Year,even-keeled,Customer-focused dedicated conglomeration,716,10,Family
779,LTD Crown Victoria,1993,78757,36,10 Year,multi-tasking,Pre-emptive upward-trending moderator,1024,7,Luxury
780,F-Series,1994,69320,32,10 Year,fault-tolerant,Balanced hybrid alliance,1562,10,Luxury
781,Diablo,2001,20630,30,10 Year,explicit,Horizontal local superstructure,4569,1,Family
782,Aurora,1995,87370,54,No,4th generation,Cross-platform content-based secured line,2589,7,Sports
783,Town Car,1985,75848,7,5 Year,superstructure,Multi-channelled value-added intranet,4913,7,Luxury
784,CLK-Class,2003,40851,62,3 Year,Phased,Operative value-added database,2495,5,Sports
785,XC60,2011,65069,86,10 Year,ability,Multi-tiered multimedia local area network,2248,7,Family
786,G25,2011,27337,22,3 Year,Expanded,Organic interactive emulation,203,9,Luxury
787,911,2008,64695,94,5 Year,Face to face,Cross-group incremental throughput,3631,6,Sports
788,Caravan,1995,82566,75,Yes,installation,Diverse holistic archive,1264,6,Family
789,Century,1990,54107,82,No,bi-directional,Realigned optimal workforce,4099,10,Luxury
790,Sidekick,1995,41762,82,5 Year,systematic,Fully-configurable multi-state artificial intelligence,2951,5,Sedan
791,riolet,1996,70799,55,Yes,firmware,Seamless asymmetric contingency,1476,6,Family
792,Ghost,2012,60900,7,3 Year,Persistent,Implemented radical flexibility,2670,7,SUV
793,Previa,1994,73876,8,No,installation,Secured even-keeled archive,480,4,Sedan
794,911,2008,31136,90,Yes,standardization,Digitized foreground success,2813,1,Luxury
795,XF,2011,51571,41,Yes,implementation,Synchronised composite project,3380,7,Luxury
796,1500,1994,85013,35,5 Year,Re-engineered,Networked multi-tasking firmware,1640,5,Sedan
797,SLK-Class,1999,76548,7,10 Year,Pre-emptive,Devolved solution-oriented ability,719,5,Luxury
798,Exige,2004,37547,52,5 Year,Future-proofed,Integrated regional implementation,662,9,Sedan
799,STS-V,2006,85124,78,Yes,disintermediate,Extended regional circuit,3576,7,Sports
800,R-Class,2011,82090,15,No,product,Face to face attitude-oriented software,3844,3,Sedan
801,Century,1992,99461,36,No,4th generation,Total asynchronous standardization,276,1,Sports
802,Boxster,1999,38328,82,5 Year,systemic,Advanced well-modulated initiative,2769,8,Luxury
803,F350,2000,33345,6,10 Year,fault-tolerant,Robust even-keeled hierarchy,2978,3,Sports
804,H2,2007,31630,59,No,methodology,Organic real-time circuit,1228,6,Sedan
805,Explorer Sport Trac,2001,51621,90,5 Year,global,Versatile optimizing functionalities,3116,3,SUV
806,Elantra,2008,39549,31,No,24/7,Digitized fault-tolerant framework,392,8,SUV
807,Aerostar,1987,63219,24,No,contextually-based,Innovative mission-critical firmware,262,1,Luxury
808,Crown Victoria,1996,13536,30,No,Automated,De-engineered bi-directional attitude,2537,6,Luxury
809,RX-7,1993,86926,56,No,framework,Multi-tiered modular benchmark,3493,9,Family
810,Type 2,1986,61486,44,10 Year,Graphical User Interface,Switchable radical knowledge user,383,7,Luxury
811,Quattro,1994,72006,44,Yes,forecast,User-friendly actuating orchestration,4890,2,SUV
812,E-Class,1996,61883,53,3 Year,project,Secured incremental challenge,2037,4,Sedan
813,Mazda6,2004,58410,56,10 Year,Advanced,Pre-emptive heuristic concept,2363,1,Sports
814,3500 Club Coupe,1992,53070,43,10 Year,client-driven,Virtual client-server hardware,4341,6,Sedan
815,Prius,2009,53018,61,10 Year,benchmark,Progressive directional Graphical User Interface,1613,3,Sedan
816,Silverado 2500,2007,16213,65,5 Year,Multi-tiered,Integrated executive support,1903,9,Family
817,Land Cruiser,2011,27740,55,Yes,Synergized,Centralized actuating knowledge base,2020,10,Family
818,SLK-Class,2001,95950,23,5 Year,knowledge base,Face to face logistical ability,1787,8,Sports
819,FX,2004,47401,50,10 Year,Pre-emptive,Compatible high-level open system,3554,9,Luxury
820,S60,2008,26896,63,5 Year,directional,Public-key bifurcated conglomeration,1661,7,SUV
821,Grand Am,2004,82469,78,Yes,forecast,Synchronised mobile flexibility,2556,2,SUV
822,FJ Cruiser,2011,21733,49,10 Year,Distributed,Object-based dedicated flexibility,3422,1,Family
823,Alpina B7,2007,34856,27,5 Year,Multi-tiered,Multi-layered analyzing toolset,4764,1,Sedan
824,Grand Cherokee,2008,35243,18,10 Year,secured line,Up-sized 3rd generation framework,1867,6,Sedan
825,Eldorado,1998,15580,25,3 Year,Optional,Cross-group intermediate leverage,3948,8,Sedan
826,3500,1995,66809,74,Yes,Intuitive,Multi-layered 6th generation open architecture,3967,7,Family
827,Camaro,2001,29689,93,No,methodical,De-engineered 4th generation definition,2865,7,Family
828,Lancer,2002,22324,40,3 Year,directional,Cross-group incremental monitoring,3907,8,Family
829,RL,2007,54611,72,No,Decentralized,Focused needs-based extranet,3570,10,Sports
830,Wrangler,2009,69633,93,Yes,monitoring,Balanced actuating definition,2462,5,SUV
831,DeVille,2000,16683,50,Yes,transitional,Self-enabling interactive neural-net,3802,3,Sedan
832,S10,1994,21448,76,10 Year,object-oriented,Function-based cohesive core,766,7,Sports
833,Sunbird,1984,44106,70,Yes,Digitized,Multi-lateral empowering info-mediaries,1874,4,Sports
834,Fiero,1987,41895,54,Yes,optimal,Visionary demand-driven orchestration,1011,3,Luxury
835,Commander,2009,10476,24,3 Year,Enhanced,Networked client-server approach,2693,9,SUV
836,Eurovan,1994,55351,71,5 Year,Vision-oriented,Object-based fresh-thinking system engine,538,8,Sedan
837,V70,1999,98153,95,10 Year,definition,Quality-focused intermediate internet solution,2805,6,Sports
838,Grand Prix,2005,59583,35,3 Year,migration,Triple-buffered hybrid contingency,1271,6,Sedan
839,Coupe GT,1987,93048,30,Yes,synergy,Ergonomic empowering productivity,3807,9,Sedan
840,LR3,2005,76289,79,5 Year,core,Front-line 5th generation help-desk,2738,1,Luxury
841,Verona,2004,15035,85,3 Year,Operative,Switchable tertiary parallelism,947,10,Luxury
842,Tribute,2011,19815,58,10 Year,archive,Devolved multi-state core,2097,8,Luxury
843,Corrado,1994,76784,75,No,support,Polarised object-oriented frame,3868,6,Sports
844,Corvette,1972,39853,23,No,budgetary management,Function-based dynamic open system,3185,10,Sedan
845,Chariot,1995,73343,69,3 Year,Customer-focused,User-friendly zero tolerance open system,2045,3,Luxury
846,Prius,2009,34644,20,5 Year,holistic,Expanded systemic software,1510,9,SUV
847,Cooper Clubman,2010,31299,12,No,flexibility,Centralized needs-based matrices,1654,9,Sedan
848,Element,2007,92225,62,Yes,client-driven,Persevering transitional encryption,326,2,Luxury
849,Diablo,1995,97146,78,No,well-modulated,Polarised mobile Graphical User Interface,1561,9,Luxury
850,CLS-Class,2010,25553,97,No,groupware,Business-focused optimal workforce,3938,9,Luxury
851,Savana 3500,2006,54824,100,No,holistic,Streamlined clear-thinking matrices,3716,6,Sports
852,SLK-Class,1998,12960,57,3 Year,capability,Polarised next generation application,1164,2,Sedan
853,Tercel,1998,91933,8,Yes,systemic,Profound 3rd generation moratorium,2107,10,Sedan
854,Accord,1984,72161,17,5 Year,Secured,Polarised 24/7 internet solution,1233,3,Family
855,W201,1986,12633,81,Yes,zero tolerance,Stand-alone bifurcated implementation,3199,3,SUV
856,Continental,1999,48517,39,3 Year,collaboration,Optional optimal application,4918,3,Sedan
857,Impreza WRX,2011,84955,78,3 Year,process improvement,Multi-lateral background model,210,4,Family
858,TL,1995,34430,83,Yes,functionalities,User-friendly real-time collaboration,4531,5,Luxury
859,Ranger,1994,90813,7,10 Year,Exclusive,Upgradable 6th generation function,2522,10,SUV
860,Suburban 2500,2004,83105,75,No,Right-sized,Up-sized needs-based interface,1788,1,SUV
861,Passat,1999,74201,52,10 Year,neural-net,Sharable multimedia software,364,4,Sedan
862,5000CS,1988,89933,77,No,interactive,Re-engineered uniform budgetary management,1433,9,Sedan
863,Boxster,2000,62202,23,10 Year,initiative,Pre-emptive transitional productivity,544,4,Family
864,9-3,2001,85486,68,10 Year,dedicated,Managed uniform project,4247,7,Luxury
865,FX,2006,17588,91,No,reciprocal,Seamless neutral focus group,4459,3,Family
866,Commander,2009,47198,22,3 Year,logistical,Triple-buffered upward-trending superstructure,1444,4,Sports
867,900,1993,45081,81,10 Year,Automated,Managed 24/7 model,2969,6,Luxury
868,Quest,2007,64015,84,No,Diverse,Enhanced web-enabled contingency,1768,9,Luxury
869,525,2001,64303,32,10 Year,Synergistic,Inverse methodical adapter,2760,6,Sedan
870,Touareg 2,2008,10304,51,Yes,Up-sized,Cross-group transitional groupware,1365,4,Sedan
871,Firefly,1992,33487,19,No,cohesive,Proactive coherent interface,4719,1,Family
872,Phantom,2012,84264,81,5 Year,Customer-focused,Universal uniform open architecture,4776,5,SUV
873,Amanti,2006,14482,66,Yes,Customizable,Inverse radical artificial intelligence,4451,5,Sports
874,Savana 1500,2009,20797,87,3 Year,Cross-group,Up-sized bandwidth-monitored algorithm,1940,6,Sedan
875,Savana 1500,2009,96935,70,10 Year,infrastructure,Synergized cohesive benchmark,1386,2,Sports
876,STS-V,2006,32324,42,3 Year,knowledge base,Business-focused tangible policy,4991,4,Sedan
877,C8 Double 12 S,2006,33963,34,Yes,real-time,Re-engineered cohesive hierarchy,3130,1,Family
878,Trooper,2002,92692,73,Yes,Cloned,Grass-roots static matrix,513,9,Sports
879,Grand Prix,1992,91657,47,5 Year,mission-critical,Quality-focused dynamic application,2471,9,Luxury
880,Continental Super,2012,64877,93,5 Year,disintermediate,Cross-group exuding moratorium,1914,10,Family
881,tC,2009,96257,49,10 Year,Pre-emptive,Persistent system-worthy projection,1199,6,Sports
882,Elantra,2013,47531,21,5 Year,incremental,User-friendly real-time emulation,1518,3,SUV
883,VehiCROSS,2000,43784,33,10 Year,Managed,Versatile needs-based data-warehouse,3583,4,Luxury
884,Tribeca,2007,19976,62,3 Year,circuit,Organic leading edge focus group,4283,5,Sedan
885,1500 Club Coupe,1992,61457,41,3 Year,Open-source,Multi-tiered tangible core,4782,1,SUV
886,S90,1998,94565,23,10 Year,encryption,Visionary high-level conglomeration,3634,6,Luxury
887,Summit,1993,67703,81,Yes,client-server,Seamless solution-oriented structure,2218,3,Luxury
888,3 Series,1998,35939,74,3 Year,local,Synchronised analyzing application,1922,10,Luxury
889,XC90,2010,26187,2,10 Year,coherent,Networked executive instruction set,3802,1,SUV
890,7 Series,1992,36419,57,Yes,user-facing,Team-oriented zero defect parallelism,1279,6,Sports
891,626,1999,48879,42,Yes,Object-based,Diverse upward-trending middleware,1121,6,Family
892,Stratus,2003,48578,31,10 Year,Object-based,Switchable local paradigm,957,10,SUV
893,Sentra,2000,32262,1,No,Robust,Multi-layered fault-tolerant hub,414,8,Luxury
894,900,1999,88587,32,10 Year,next generation,Focused next generation artificial intelligence,4750,3,Luxury
895,Pajero,2003,42842,45,5 Year,application,Reduced discrete info-mediaries,4838,7,Sedan
896,Avalon,2010,61705,22,5 Year,Virtual,Fully-configurable optimizing knowledge base,3899,2,Family
897,XJ Series,2003,45364,92,3 Year,tangible,Integrated client-driven pricing structure,1857,10,Family
898,Galant,2005,22975,72,Yes,Secured,Multi-layered needs-based toolset,982,10,Family
899,Camry Solara,2006,31327,74,No,implementation,Monitored high-level collaboration,396,2,Luxury
900,Quest,2008,57518,72,10 Year,tertiary,Reverse-engineered directional contingency,2721,8,Sedan
901,1 Series,2008,43343,76,10 Year,implementation,Re-contextualized client-driven customer loyalty,756,1,SUV
902,Continental GT,2008,94172,75,No,functionalities,Up-sized demand-driven secured line,2141,7,Sports
903,XJ,2008,94212,51,3 Year,flexibility,Programmable well-modulated workforce,4697,5,SUV
904,Expedition EL,2007,80648,5,3 Year,regional,Multi-layered dynamic methodology,2905,3,Luxury
905,929,1988,83308,94,3 Year,Profit-focused,Balanced regional system engine,4020,4,Sports
906,Protege,2003,62289,35,10 Year,Public-key,Implemented bifurcated toolset,4332,6,Sedan
907,Legacy,1996,46012,4,No,bi-directional,Front-line mission-critical toolset,343,3,Sports
908,Skylark,1987,92111,60,5 Year,Persistent,Seamless 4th generation extranet,71,4,Family
